symbol,entry_dt,exit_dt,entry_price,exit_price,qty,pnl,bars_held
MSFT,2024-03-15,2024-04-01,411.83056640625,419.8907775878906,27,217.62570190429688,10
HD,2024-03-22,2024-04-01,376.3240051269531,354.8695983886719,30,-643.6322021484375,5
UNH,2024-03-15,2024-04-03,476.6817321777344,446.4969787597656,24,-724.43408203125,12
JPM,2024-03-19,2024-04-04,186.48965454101562,189.37783813476562,60,173.291015625,11
PFE,2024-03-11,2024-04-04,25.7525634765625,24.19124984741211,463,-722.8882102966309,17
KO,2024-03-14,2024-04-04,57.88443374633789,56.7363166809082,197,-226.17906188964844,14
AMZN,2024-04-04,2024-04-05,180.0,185.07000732421875,62,314.3404541015625,1
BAC,2024-02-16,2024-04-05,32.66034698486328,35.80414962768555,347,1090.8995170593262,33
BRK-B,2024-04-01,2024-04-08,420.20001220703125,415.9700012207031,27,-114.21029663085938,5
VZ,2024-03-21,2024-04-11,36.158782958984375,36.39990997314453,319,76.91951751708984,14
META,2024-04-08,2024-04-15,516.6161499023438,497.6925964355469,21,-397.3946228027344,5
AMZN,2024-04-08,2024-04-17,185.19000244140625,181.27999877929688,60,-234.6002197265625,7
GOOG,2024-03-14,2024-04-17,143.3589630126953,155.81373596191406,81,1008.8366088867188,23
TSLA,2024-03-22,2024-04-17,170.8300018310547,155.4499969482422,66,-1015.080322265625,17
AAPL,2024-03-19,2024-04-22,174.82455444335938,164.65757751464844,65,-660.8535003662109,23
V,2024-04-26,2024-05-01,271.5574951171875,264.4351806640625,40,-284.892578125,3
BAC,2024-04-24,2024-05-02,36.9715690612793,35.582244873046875,299,-415.40793228149414,6
GOOG,2024-04-29,2024-05-15,166.7588348388672,172.69818115234375,64,380.1181640625,12
AMZN,2024-05-06,2024-05-17,188.6999969482422,184.6999969482422,60,-240.0,9
KO,2024-04-23,2024-05-21,58.01838684082031,60.190242767333984,191,414.8244819641113,20
GOOG,2024-05-16,2024-05-24,174.23764038085938,175.1315155029297,68,60.78350830078125,6
V,2024-05-08,2024-05-24,274.19866943359375,272.0302734375,42,-91.0726318359375,12
PG,2024-04-22,2024-05-24,154.56387329101562,159.1755828857422,72,332.0430908203125,24
HD,2024-05-01,2024-05-24,320.09912109375,313.4747619628906,34,-225.22821044921875,17
JPM,2024-04-26,2024-05-24,187.28709411621094,194.275634765625,59,412.3238983154297,20
VZ,2024-05-10,2024-05-24,36.61743927001953,36.01923370361328,321,-192.02398681640625,10
BRK-B,2024-05-08,2024-05-28,406.3699951171875,403.8999938964844,28,-69.1600341796875,13
UNH,2024-04-18,2024-05-28,478.97369384765625,489.1712341308594,23,234.54342651367188,27
JNJ,2024-04-24,2024-05-29,141.65016174316406,138.8631134033203,77,-214.60272216796875,24
MA,2024-05-10,2024-05-29,453.094970703125,438.70831298828125,25,-359.66644287109375,12
AAPL,2024-04-26,2024-05-30,168.0928955078125,190.18373107910156,65,1435.904312133789,23
TSLA,2024-04-26,2024-05-30,168.2899932861328,178.7899932861328,65,682.5,23
BAC,2024-05-09,2024-05-30,36.93297576904297,37.27066421508789,318,107.38492584228516,14
PFE,2024-05-02,2024-05-30,25.144378662109375,25.984289169311523,449,377.11981773376465,19
MSFT,2024-05-07,2024-06-03,404.82861328125,409.7001647949219,28,136.4034423828125,18
NFLX,2024-05-07,2024-06-05,606.0,650.27001953125,19,841.13037109375,20
BRK-B,2024-06-04,2024-06-06,409.5299987792969,411.0799865722656,29,44.94964599609375,2
AAPL,2024-06-10,2024-06-11,192.0031280517578,205.9519805908203,64,892.7265625,1
BRK-B,2024-06-10,2024-06-12,410.80999755859375,408.7699890136719,30,-61.20025634765625,2
V,2024-06-07,2024-06-13,276.1728820800781,268.7598876953125,45,-333.5847473144531,4
PG,2024-06-11,2024-06-13,161.2455291748047,160.21534729003906,77,-79.32400512695312,2
VZ,2024-06-03,2024-06-13,37.14313507080078,36.055484771728516,326,-354.5739974975586,8
KO,2024-06-06,2024-06-13,61.37664031982422,60.26679229736328,201,-223.07945251464844,5
NVDA,2024-05-03,2024-06-25,88.74866485595703,126.04306030273438,130,4848.271408081055,35
AAPL,2024-06-12,2024-06-26,211.83778381347656,212.0167236328125,60,10.73638916015625,9
PG,2024-06-20,2024-06-26,161.42843627929688,161.21664428710938,79,-16.7315673828125,4
BRK-B,2024-06-25,2024-06-28,410.9700012207031,406.79998779296875,30,-125.10040283203125,3
V,2024-06-21,2024-06-28,272.75372314453125,260.1180114746094,47,-593.8784484863281,5
MA,2024-06-10,2024-07-01,445.4306945800781,433.88958740234375,28,-323.1510009765625,14
HD,2024-06-04,2024-07-01,318.7221374511719,326.4217529296875,38,292.58538818359375,18
NFLX,2024-06-17,2024-07-01,675.8300170898438,673.6099853515625,19,-42.18060302734375,9
META,2024-05-09,2024-07-02,473.0085144042969,507.41888427734375,24,825.848876953125,36
KO,2024-06-26,2024-07-03,61.75646209716797,61.0622444152832,204,-141.6204071044922,5
JNJ,2024-06-21,2024-07-05,143.00668334960938,140.82431030273438,92,-200.7783203125,9
MA,2024-07-08,2024-07-10,442.4462585449219,430.5902404785156,29,-343.82452392578125,2
PFE,2024-07-09,2024-07-10,25.542003631591797,26.12250328063965,521,302.44031715393066,1
MSFT,2024-06-12,2024-07-12,436.9857482910156,449.36041259765625,29,358.8652648925781,20
AMZN,2024-06-10,2024-07-15,187.05999755859375,192.72000122070312,68,384.8802490234375,23
GOOG,2024-06-26,2024-07-15,184.31959533691406,187.12362670898438,68,190.67413330078125,12
META,2024-07-08,2024-07-15,527.1578979492188,494.1333312988281,24,-792.589599609375,5
AAPL,2024-07-03,2024-07-19,220.26873779296875,223.01275634765625,59,161.8970947265625,11
TSLA,2024-06-17,2024-07-22,187.44000244140625,251.50999450683594,72,4613.0394287109375,23
VZ,2024-06-25,2024-07-23,37.23377227783203,35.82566833496094,343,-482.97965240478516,19
V,2024-07-17,2024-07-25,270.25634765625,251.46624755859375,51,-958.2951049804688,6
MA,2024-07-18,2024-07-25,445.5641784667969,426.57867431640625,31,-588.5506286621094,5
BAC,2024-07-03,2024-07-25,39.7007942199707,40.457916259765625,327,247.57890701293945,15
JPM,2024-06-26,2024-07-25,191.10076904296875,203.09963989257812,65,779.9266052246094,20
HD,2024-07-12,2024-07-26,349.31658935546875,349.0641784667969,40,-10.096435546875,10
PG,2024-07-18,2024-07-31,162.16976928710938,155.70654296875,86,-555.8374633789062,9
BRK-B,2024-07-10,2024-08-02,413.7900085449219,428.3599853515625,32,466.2392578125,17
UNH,2024-07-01,2024-08-07,482.4393310546875,552.1060791015625,26,1811.33544921875,26
V,2024-08-01,2024-08-07,263.5469970703125,254.22132873535156,53,-494.2604217529297,4
PFE,2024-07-11,2024-08-07,26.408145904541016,26.958383560180664,519,285.57334327697754,19
JNJ,2024-07-10,2024-08-09,143.66041564941406,154.41836547851562,95,1022.0052337646484,22
KO,2024-07-17,2024-08-15,62.87492370605469,66.1917495727539,220,729.7016906738281,21
PG,2024-08-06,2024-08-16,162.80612182617188,162.6124267578125,85,-16.464080810546875,8
META,2024-08-05,2024-08-29,473.7868347167969,516.103271484375,28,1184.8602294921875,18
PG,2024-08-21,2024-08-29,164.81106567382812,164.68515014648438,85,-10.70281982421875,6
TSLA,2024-08-20,2024-08-30,221.10000610351562,214.11000061035156,63,-440.37034606933594,8
NVDA,2024-08-14,2024-09-04,118.03605651855469,106.17046356201172,117,-1388.2743759155273,14
AAPL,2024-08-15,2024-09-05,223.67898559570312,221.349853515625,62,-144.40618896484375,14
GOOG,2024-08-19,2024-09-05,167.4457550048828,157.7012939453125,85,-828.2791900634766,12
HD,2024-08-19,2024-09-05,352.52069091796875,353.4701843261719,39,37.030242919921875,12
NFLX,2024-08-12,2024-09-05,633.1400146484375,683.6199951171875,21,1060.07958984375,17
MSFT,2024-08-15,2024-09-09,417.8926696777344,402.6967468261719,33,-501.4654541015625,16
UNH,2024-09-05,2024-09-09,580.7900390625,579.4343872070312,24,-32.53564453125,2
JPM,2024-08-16,2024-09-09,208.25816345214844,211.02235412597656,67,185.20077514648438,15
KO,2024-08-27,2024-09-09,68.93968963623047,69.27715301513672,209,70.52984619140625,8
BRK-B,2024-08-16,2024-09-10,444.510009765625,458.9200134277344,31,446.7101135253906,16
JNJ,2024-08-27,2024-09-12,157.84747314453125,159.48455810546875,90,147.337646484375,11
BAC,2024-08-19,2024-09-12,38.50685119628906,37.888362884521484,365,-225.74823379516602,17
PG,2024-09-03,2024-09-19,169.0340118408203,166.14767456054688,85,-245.3386688232422,12
MA,2024-07-31,2024-09-23,460.44873046875,493.6436462402344,31,1029.0423889160156,37
V,2024-08-13,2024-09-24,258.3159484863281,270.87774658203125,53,665.7752990722656,29
PFE,2024-09-10,2024-09-26,27.790027618408203,27.07051658630371,499,-359.0360050201416,12
BAC,2024-09-19,2024-09-30,39.9303092956543,38.767669677734375,371,-431.339298248291,7
MSFT,2024-09-11,2024-10-02,419.8876953125,414.021728515625,34,-199.44287109375,15
AMZN,2024-08-16,2024-10-02,177.05999755859375,184.75999450683594,78,600.5997619628906,32
NFLX,2024-09-18,2024-10-02,690.469970703125,711.0900268554688,20,412.401123046875,10
TSLA,2024-09-03,2024-10-04,210.60000610351562,250.0800018310547,66,2605.679718017578,23
VZ,2024-08-12,2024-10-04,37.33644485473633,40.698848724365234,365,1227.2774124145508,38
AAPL,2024-09-23,2024-10-08,225.42088317871094,224.72413635253906,64,-44.591796875,11
UNH,2024-10-04,2024-10-09,578.650634765625,578.670166015625,25,0.48828125,3
GOOG,2024-09-17,2024-10-14,159.58157348632812,165.6251220703125,90,543.9193725585938,19
HD,2024-09-13,2024-10-14,371.19000244140625,405.7995300292969,38,1315.1620483398438,21
META,2024-09-17,2024-10-15,534.638916015625,584.4323120117188,26,1294.6282958984375,20
NFLX,2024-10-10,2024-10-15,730.2899780273438,705.97998046875,20,-486.199951171875,3
UNH,2024-10-10,2024-10-16,585.0126342773438,559.212158203125,25,-645.0119018554688,4
GOOG,2024-10-15,2024-10-18,166.17269897460938,164.33078002929688,90,-165.772705078125,3
PFE,2024-10-10,2024-10-22,27.416255950927734,26.94904136657715,523,-244.35322761535645,8
AMZN,2024-10-22,2024-10-24,189.6999969482422,186.3800048828125,79,-262.2793731689453,2
PG,2024-10-16,2024-10-24,166.96127319335938,165.25396728515625,89,-151.95022583007812,6
BRK-B,2024-10-16,2024-10-25,465.69000244140625,454.010009765625,32,-373.759765625,7
AAPL,2024-10-11,2024-10-28,226.4958953857422,232.31878662109375,64,372.6650390625,11
MA,2024-10-15,2024-10-28,504.3323669433594,505.3067321777344,29,28.256591796875,9
JNJ,2024-10-16,2024-10-29,159.1358184814453,155.07701110839844,94,-381.52789306640625,9
V,2024-10-17,2024-10-29,288.36492919921875,279.9142761230469,51,-430.9833068847656,8
NVDA,2024-09-16,2024-10-31,116.74651336669922,132.72195434570312,119,1901.0774765014648,33
MSFT,2024-10-23,2024-11-01,421.43609619140625,407.3121032714844,35,-494.3397521972656,7
AMZN,2024-10-30,2024-11-01,192.72999572753906,197.92999267578125,77,400.39976501464844,2
BAC,2024-10-07,2024-11-01,39.04123306274414,40.799842834472656,372,654.2028350830078,19
JPM,2024-10-08,2024-11-01,206.38113403320312,218.3184356689453,71,847.5484161376953,18
NFLX,2024-10-21,2024-11-05,772.0700073242188,763.9099731445312,19,-155.0406494140625,11
NVDA,2024-11-08,2024-11-18,147.58767700195312,140.10980224609375,101,-755.2653503417969,6
MSFT,2024-11-11,2024-11-19,414.8951721191406,414.6767883300781,36,-7.86181640625,6
GOOG,2024-10-29,2024-11-19,170.3942413330078,178.79745483398438,88,739.4827880859375,15
AMZN,2024-11-04,2024-11-20,195.77999877929688,202.8800048828125,73,518.3004455566406,12
UNH,2024-11-07,2024-11-20,592.5980834960938,587.753173828125,25,-121.12274169921875,9
MA,2024-11-11,2024-11-20,527.0916137695312,509.61199951171875,29,-506.9088134765625,7
UNH,2024-11-21,2024-11-25,584.8070068359375,592.9700317382812,26,212.2386474609375,2
V,2024-10-31,2024-11-25,287.8287048339844,311.5971984863281,51,1212.1931762695312,17
TSLA,2024-10-25,2024-11-29,269.19000244140625,345.1600036621094,56,4254.320068359375,24
BAC,2024-11-07,2024-12-03,43.740638732910156,45.743507385253906,330,660.9466552734375,17
JPM,2024-11-07,2024-12-03,231.4798126220703,239.74485778808594,60,495.9027099609375,17
BRK-B,2024-11-08,2024-12-05,463.4100036621094,470.57000732421875,32,229.1201171875,18
MA,2024-11-29,2024-12-05,529.8954467773438,521.7720947265625,30,-243.7005615234375,4
UNH,2024-11-26,2024-12-06,593.9096069335938,537.9532470703125,26,-1454.8653564453125,7
JNJ,2024-11-25,2024-12-06,150.9019775390625,145.79510498046875,103,-526.0078735351562,8
VZ,2024-11-18,2024-12-09,39.528499603271484,39.63141632080078,393,40.44626998901367,14
PG,2024-11-14,2024-12-10,162.7793426513672,167.84552001953125,96,486.35302734375,17
NFLX,2024-11-07,2024-12-11,796.5399780273438,936.5599975585938,18,2520.3603515625,23
HD,2024-11-13,2024-12-12,400.6906433105469,406.9544982910156,39,244.29034423828125,20
META,2024-12-03,2024-12-19,611.7265625,594.1820678710938,27,-473.70135498046875,12
MSFT,2024-11-27,2024-12-20,420.67840576171875,434.21405029296875,37,500.81884765625,16
AMZN,2024-12-04,2024-12-20,218.16000366210938,224.9199981689453,75,506.9995880126953,12
TSLA,2024-12-09,2024-12-24,389.7900085449219,462.2799987792969,40,2899.599609375,11
AAPL,2024-11-20,2024-12-24,228.18994140625,257.28668212890625,67,1949.4816284179688,24
KO,2024-11-22,2024-12-24,62.05363845825195,61.467872619628906,249,-145.85569381713867,22
PFE,2024-11-27,2024-12-24,24.511295318603516,25.37483787536621,648,559.5755767822266,19
GOOG,2024-12-10,2024-12-24,185.92787170410156,196.9322509765625,90,990.3941345214844,11
