symbol,entry_dt,exit_dt,entry_price,exit_price,qty,pnl,bars_held
META,2024-02-01,2024-04-23,392.3612060546875,493.5835876464844,25,2530.559539794922,56
AMZN,2024-02-01,2024-04-24,159.27999877929688,176.58999633789062,64,1107.83984375,57
TSLA,2024-05-03,2024-05-23,181.19000244140625,173.74000549316406,58,-432.0998229980469,14
AMZN,2024-05-09,2024-05-28,189.5,182.14999389648438,57,-418.9503479003906,12
HD,2024-05-10,2024-05-28,334.0419921875,316.9460754394531,32,-547.0693359375,11
KO,2024-04-26,2024-05-30,59.070831298828125,59.29088592529297,178,39.16972351074219,23
JNJ,2024-05-09,2024-05-31,142.9090118408203,141.00697326660156,75,-142.65289306640625,15
V,2024-05-13,2024-05-31,276.3749084472656,270.01849365234375,38,-241.54376220703125,13
MA,2024-05-17,2024-05-31,456.3569641113281,443.2691955566406,24,-314.1064453125,9
PG,2024-04-25,2024-05-31,156.49905395507812,158.41494750976562,67,128.3648681640625,25
VZ,2024-05-15,2024-05-31,36.699012756347656,37.297218322753906,296,177.06884765625,11
UNH,2024-04-24,2024-06-03,473.2630615234375,483.1109619140625,22,216.65380859375,27
BRK-B,2024-05-13,2024-06-05,411.2200012207031,409.8500061035156,26,-35.619873046875,16
MSFT,2024-05-14,2024-06-10,411.968994140625,423.9176025390625,26,310.663818359375,18
JPM,2024-05-02,2024-06-10,185.51577758789062,193.2108917236328,56,430.9263916015625,26
GOOG,2024-03-20,2024-06-12,148.66265869140625,178.54251098632812,74,2211.1090698242188,58
TSLA,2024-05-30,2024-06-12,178.7899932861328,177.2899932861328,63,-94.5,9
BRK-B,2024-06-12,2024-06-14,408.7699890136719,405.5400085449219,27,-87.20947265625,2
PFE,2024-05-03,2024-06-14,25.24422836303711,25.366931915283203,419,51.41278839111328,29
VZ,2024-06-03,2024-06-20,37.14313507080078,36.47241973876953,293,-196.51959228515625,12
V,2024-06-20,2024-06-24,274.3394470214844,273.8240661621094,43,-22.161376953125,2
PG,2024-06-12,2024-07-03,159.0311279296875,157.7313995361328,70,-90.98098754882812,14
NVDA,2024-05-07,2024-07-05,90.51286315917969,125.78316497802734,116,4091.355010986328,40
MA,2024-06-24,2024-07-08,453.07513427734375,442.4462585449219,26,-276.35076904296875,9
HD,2024-06-14,2024-07-08,336.7622985839844,329.732666015625,34,-239.00750732421875,14
JNJ,2024-06-25,2024-07-09,141.50692749023438,141.372314453125,81,-10.903656005859375,9
NFLX,2024-05-13,2024-07-16,616.5900268554688,656.3200073242188,17,675.40966796875,43
META,2024-05-16,2024-07-19,470.82958984375,474.842529296875,22,88.28466796875,43
MSFT,2024-06-14,2024-07-22,438.4818420410156,438.8484191894531,26,9.531005859375,24
AMZN,2024-06-14,2024-07-22,183.66000366210938,182.5500030517578,63,-69.93003845214844,24
NVDA,2024-07-11,2024-07-23,127.35260009765625,122.54437255859375,93,-447.1651611328125,8
GOOG,2024-06-13,2024-07-23,175.73849487304688,182.55963134765625,64,436.552734375,26
VZ,2024-07-02,2024-07-26,37.25189971923828,36.93111801147461,310,-99.44232940673828,17
AAPL,2024-05-06,2024-07-29,180.41441345214844,216.97787475585938,58,2120.6807556152344,57
TSLA,2024-06-18,2024-07-30,184.86000061035156,222.6199951171875,62,2341.119659423828,28
BAC,2024-04-30,2024-08-01,35.70766067504883,38.34183883666992,293,771.8142013549805,64
JPM,2024-07-01,2024-08-06,198.86366271972656,194.99200439453125,60,-232.29949951171875,25
BRK-B,2024-07-12,2024-08-08,424.44000244140625,431.5400085449219,30,213.00018310546875,19
HD,2024-07-17,2024-08-08,361.08447265625,338.21868896484375,35,-800.3024291992188,16
PG,2024-07-19,2024-08-12,162.6802215576172,161.5663604736328,78,-86.88116455078125,16
PFE,2024-07-09,2024-08-13,25.542003631591797,26.958383560180664,489,692.609785079956,25
JNJ,2024-07-12,2024-08-22,144.09304809570312,156.08157348632812,89,1066.978759765625,29
GOOG,2024-08-28,2024-09-05,163.56785583496094,157.7012939453125,74,-434.1255798339844,5
MSFT,2024-08-22,2024-09-06,412.4534912109375,398.7066955566406,29,-398.6570739746094,10
META,2024-08-09,2024-09-06,515.6550903320312,498.2265930175781,23,-400.8554382324219,19
NVDA,2024-08-20,2024-09-09,127.20263671875,106.43037414550781,94,-1952.5926818847656,13
AMZN,2024-08-23,2024-09-10,177.0399932861328,179.5500030517578,70,175.70068359375,11
AAPL,2024-08-20,2024-09-11,225.460693359375,221.6285400390625,54,-206.936279296875,15
NFLX,2024-08-16,2024-09-12,674.0700073242188,686.7999877929688,18,229.1396484375,18
JPM,2024-08-20,2024-09-13,208.79345703125,198.8657684326172,58,-575.8059387207031,17
BAC,2024-08-26,2024-09-17,38.74951934814453,38.64065933227539,318,-34.61748504638672,15
BRK-B,2024-08-20,2024-09-18,448.3599853515625,456.6000061035156,27,222.48056030273438,20
UNH,2024-07-08,2024-09-20,477.26043701171875,562.7944946289062,26,2223.885498046875,53
JNJ,2024-08-26,2024-09-25,158.2543182373047,155.57106018066406,77,-206.61087036132812,21
PG,2024-08-13,2024-09-27,162.03128051757812,168.09449768066406,74,448.6780700683594,32
V,2024-08-20,2024-09-30,266.1708068847656,273.0326232910156,46,315.6435546875,28
PFE,2024-09-11,2024-10-02,27.715274810791016,26.734119415283203,443,-434.65184020996094,15
BAC,2024-09-26,2024-10-04,38.611351013183594,39.187782287597656,327,188.49302673339844,6
MSFT,2024-09-17,2024-10-07,431.9074401855469,406.48828125,29,-737.1556091308594,14
KO,2024-06-10,2024-10-07,60.840843200683594,66.9950180053711,185,1138.5223388671875,82
AMZN,2024-09-12,2024-10-08,187.0,182.72000122070312,67,-286.7599182128906,18
TSLA,2024-08-23,2024-10-14,220.32000732421875,219.16000366210938,58,-67.28021240234375,35
VZ,2024-08-13,2024-10-14,37.566749572753906,40.407955169677734,324,920.5506134033203,43
GOOG,2024-09-25,2024-10-18,162.27978515625,164.33078002929688,77,157.92660522460938,17
UNH,2024-10-08,2024-10-21,569.23486328125,559.33935546875,22,-217.701171875,9
META,2024-09-20,2024-10-25,559.5904541015625,571.453125,22,260.978759765625,25
HD,2024-08-22,2024-10-28,354.7441711425781,393.5597229003906,34,1319.728759765625,46
PFE,2024-10-17,2024-10-29,27.350847244262695,26.593952178955078,453,-342.8734645843506,8
PG,2024-10-23,2024-10-30,165.21499633789062,161.88304138183594,77,-256.56053161621094,5
BRK-B,2024-10-07,2024-11-01,453.5,452.1400146484375,26,-35.359619140625,19
JNJ,2024-10-21,2024-11-04,157.73123168945312,153.2849578857422,78,-346.8093566894531,10
AAPL,2024-09-27,2024-11-05,226.73475646972656,222.4148712158203,55,-237.59368896484375,27
MA,2024-08-02,2024-11-06,458.7706298828125,518.1529541015625,26,1543.9404296875,67
MSFT,2024-10-25,2024-11-08,424.9595947265625,419.39141845703125,29,-161.47711181640625,10
META,2024-11-14,2024-11-21,575.3508911132812,561.3250122070312,23,-322.59521484375,5
GOOG,2024-10-30,2024-11-26,175.37245178222656,169.87649536132812,74,-406.7007751464844,19
AMZN,2024-10-22,2024-11-29,189.6999969482422,207.88999938964844,67,1218.7301635742188,27
NVDA,2024-09-24,2024-11-29,120.8353500366211,138.2103729248047,107,1859.1274490356445,47
UNH,2024-11-11,2024-12-09,611.9778442382812,550.8243408203125,22,-1345.3770751953125,19
JNJ,2024-12-04,2024-12-09,146.92779541015625,146.0782928466797,93,-79.00373840332031,3
BRK-B,2024-11-15,2024-12-12,470.2799987792969,458.6300048828125,29,-337.8498229980469,18
BAC,2024-10-07,2024-12-13,39.04123306274414,44.8681526184082,317,1847.1334991455078,48
JPM,2024-10-07,2024-12-13,206.55738830566406,234.96600341796875,60,1704.5169067382812,48
PFE,2024-12-10,2024-12-13,24.264570236206055,24.27406120300293,565,5.362396240234375,3
VZ,2024-11-22,2024-12-13,40.37053298950195,39.55656814575195,339,-275.93408203125,14
PG,2024-11-20,2024-12-16,166.49127197265625,166.73484802246094,80,19.486083984375,17
KO,2024-12-03,2024-12-16,62.133026123046875,61.184200286865234,222,-210.63933563232422,9
HD,2024-11-15,2024-12-19,398.7271728515625,378.0841064453125,34,-701.8642578125,23
PFE,2024-12-16,2024-12-23,23.960906982421875,25.34636878967285,581,804.9533100128174,5
NFLX,2024-09-20,2024-12-24,701.030029296875,932.1199951171875,17,3928.5294189453125,67
V,2024-10-18,2024-12-24,288.5932922363281,319.0192565917969,43,1308.3164672851562,47
TSLA,2024-10-30,2024-12-24,257.54998779296875,462.2799987792969,48,9827.04052734375,39
MA,2024-11-11,2024-12-24,527.0916137695312,532.649658203125,25,138.95111083984375,31
MSFT,2024-12-02,2024-12-24,428.6247863769531,436.9291076660156,32,265.73828125,17
AAPL,2024-11-25,2024-12-24,232.04624938964844,257.28668212890625,58,1463.9450988769531,21
META,2024-12-04,2024-12-24,611.8560791015625,606.3336791992188,22,-121.4927978515625,15
AMZN,2024-12-05,2024-12-24,220.5500030517578,229.0500030517578,63,535.5,14
GOOG,2024-12-12,2024-12-24,193.0049591064453,196.9322509765625,71,278.8377227783203,9
PFE,2024-12-24,2024-12-24,25.37483787536621,25.37483787536621,547,0.0,1
