symbol,entry_dt,exit_dt,entry_price,exit_price,qty,pnl,bars_held
XLF,2024-02-01,2024-02-15,37.86458609771728,38.713704208374025,661,560.2670711441095,10
QQQ,2024-02-01,2024-02-23,418.22692166137693,432.13277279663083,60,833.3510681152338,15
XLK,2024-02-01,2024-02-23,198.0733484954834,202.73383081054686,127,590.8812540130596,15
IWM,2024-02-15,2024-02-23,200.68650897216796,195.82796282958984,129,-627.7524523925775,5
XLV,2024-02-23,2024-03-01,143.78559446716307,142.02313316345214,175,-309.43072814941127,5
XLE,2024-02-23,2024-03-01,81.27895929718017,82.23008079528809,306,290.04317842102455,5
XLF,2024-02-23,2024-03-01,39.30816308975219,39.21989230728149,640,-57.49330078124876,5
QQQ,2024-03-01,2024-03-08,441.7514297485351,434.34890771484373,58,-430.3462779540986,5
XLK,2024-03-01,2024-03-08,208.55241450500486,204.76817138671876,124,-470.2461466674763,5
IWM,2024-03-01,2024-03-15,202.10989749145506,198.29682023620606,127,-485.2608114166228,10
XLK,2024-03-15,2024-03-22,203.4761610717773,207.63865008544923,124,515.1486376953176,5
SPY,2024-02-01,2024-03-28,479.287707824707,513.550048828125,52,1781.6417321777353,40
XLE,2024-03-08,2024-03-28,83.36861705780028,89.90032958984375,305,1992.1723222732587,15
XLF,2024-03-08,2024-03-28,39.62028443908691,41.19685745239258,640,1009.0067285156283,15
IWM,2024-03-22,2024-03-28,201.81610118103023,206.75637817382812,127,627.4151780853322,5
